id,label_str,pred_str,p_A,label_num
0,A,A,0.62245935,1
1,B,A,0.73105854,0
2,B,A,0.65135491,0
3,A,A,0.73105854,1
4,A,A,0.71859437,1
5,A,A,0.78793120,1
6,B,A,0.56217653,0
7,B,B,0.19193280,0
8,A,A,0.66541058,1
9,A,A,0.79818678,1
10,B,A,0.57749540,0
11,A,B,0.43782350,1
12,A,A,0.77729988,1
13,A,A,0.65135491,1
14,A,A,0.80806720,1
15,B,B,0.48438010,0
16,A,A,0.60766321,1
17,B,A,0.66541058,0
18,A,B,0.20181322,1
19,B,B,0.46879065,0
20,A,A,0.82671177,1
21,B,B,0.42250463,0
22,B,A,0.50000000,0
23,A,A,0.66541058,1
24,A,A,0.71859437,1
25,B,B,0.08035747,0
26,A,B,0.12592277,1
27,A,B,0.48438010,1
28,A,A,0.74316794,1
29,B,B,0.26894143,0
30,A,A,0.53120941,1
31,B,B,0.39233685,0
32,A,A,0.78793120,1
33,A,A,0.73105854,1
34,B,A,0.76629364,0
35,A,A,0.71859437,1
36,A,A,0.62245935,1
37,A,A,0.57749540,1
38,A,A,0.74316794,1
39,A,A,0.67917871,1
40,A,A,0.66541058,1
41,A,A,0.73105854,1
42,A,A,0.50000000,1
43,B,A,0.74316794,0
44,B,B,0.18242551,0
45,B,A,0.78793120,0
46,A,A,0.54673815,1
47,A,A,0.88079703,1
48,B,A,0.59266663,0
49,A,A,0.69264197,1
