id,label_str,pred_str,p_A,label_num
0,B,A,0.54673815,0
1,A,A,0.54673815,1
2,A,B,0.45326188,1
3,B,B,0.34864515,0
4,A,A,0.71859437,1
5,B,A,0.62245935,0
6,B,A,0.56217653,0
7,A,A,0.69264197,1
8,B,A,0.54673815,0
9,B,B,0.33458945,0
10,B,B,0.33458945,0
11,B,B,0.19193280,0
12,A,A,0.53120941,1
13,B,A,0.51561993,0
14,B,B,0.32082132,0
15,B,B,0.07159120,0
16,A,A,0.59266663,1
17,B,A,0.73105854,0
18,A,B,0.26894143,1
19,A,A,0.75491500,1
20,B,B,0.43782350,0
21,A,B,0.25683200,1
22,A,A,0.66541058,1
23,B,B,0.36296922,0
24,B,B,0.33458945,0
25,A,B,0.29421496,1
26,B,A,0.62245935,0
27,A,B,0.37754068,1
28,B,A,0.65135491,0
29,B,B,0.18242551,0
30,A,A,0.65135491,1
31,A,B,0.43782350,1
32,B,B,0.13296424,0
33,B,B,0.40733343,0
34,B,A,0.59266663,0
35,B,A,0.70578504,0
36,A,B,0.29421496,1
37,B,A,0.53120941,0
38,B,B,0.42250463,0
39,B,B,0.45326188,0
40,B,B,0.48438010,0
41,A,B,0.30735803,1
42,B,B,0.34864515,0
43,B,B,0.22270015,0
44,B,B,0.21206881,0
45,B,B,0.39233685,0
46,B,B,0.48438010,0
47,B,B,0.25683200,0
48,B,B,0.43782350,0
49,B,A,0.54673815,0
