id,label_str,pred_str,p_A,label_num
0,A,A,0.59266663,1
1,B,B,0.46879065,0
2,B,A,0.57749540,0
3,B,A,0.50000000,0
4,B,A,0.51561993,0
5,B,A,0.57749540,0
6,B,A,0.66541058,0
7,B,B,0.43782350,0
8,B,B,0.48438010,0
9,A,A,0.60766321,1
10,B,A,0.63703084,0
11,B,B,0.11279540,0
12,B,B,0.21206881,0
13,A,A,0.60766321,1
14,A,A,0.89330941,1
15,A,B,0.37754068,1
16,B,B,0.46879065,0
17,B,B,0.36296922,0
18,A,B,0.24508502,1
19,B,B,0.29421496,0
20,B,B,0.48438010,0
21,B,A,0.77729988,0
22,A,A,0.70578504,1
23,A,A,0.53120941,1
24,B,B,0.26894143,0
25,A,B,0.26894143,1
26,A,A,0.75491500,1
27,B,B,0.33458945,0
28,B,B,0.28140560,0
29,A,A,0.56217653,1
30,B,B,0.42250463,0
31,B,A,0.57749540,0
32,B,B,0.32082132,0
33,A,B,0.40733343,1
34,A,A,0.85195285,1
35,B,A,0.67917871,0
36,A,A,0.50000000,1
37,A,A,0.60766321,1
38,A,A,0.79818678,1
39,A,B,0.42250463,1
40,A,A,0.82671177,1
41,A,A,0.67917871,1
42,A,A,0.60766321,1
43,B,B,0.26894143,0
44,A,A,0.65135491,1
45,B,B,0.36296922,0
46,A,B,0.48438010,1
47,A,A,0.56217653,1
48,B,A,0.50000000,0
49,B,B,0.25683200,0
