id,label_str,pred_str,p_A,label_num
0,A,B,0.46879065,1
1,A,A,0.51561993,1
2,B,B,0.43782350,0
3,B,B,0.48438010,0
4,B,B,0.48438010,0
5,A,B,0.46879065,1
6,A,B,0.36296922,1
7,A,B,0.46879065,1
8,A,A,0.53120941,1
9,B,B,0.42250463,0
10,A,A,0.53120941,1
11,B,B,0.40733343,0
12,A,B,0.48438010,1
13,B,B,0.48438010,0
14,B,B,0.48438010,0
15,A,B,0.40733343,1
16,B,B,0.45326188,0
17,B,B,0.46879065,0
18,A,B,0.45326188,1
19,B,B,0.42250463,0
20,B,B,0.46879065,0
21,B,B,0.46879065,0
22,B,B,0.46879065,0
23,A,B,0.48438010,1
24,A,B,0.45326188,1
25,B,B,0.45326188,0
26,B,B,0.42250463,0
27,A,B,0.43782350,1
28,B,B,0.39233685,0
29,B,B,0.43782350,0
30,A,B,0.39233685,1
31,A,B,0.48438010,1
32,B,A,0.50000000,0
33,A,B,0.43782350,1
34,B,B,0.40733343,0
35,B,A,0.50000000,0
36,B,B,0.43782350,0
37,A,A,0.50000000,1
38,B,B,0.48438010,0
39,B,B,0.46879065,0
