id,label_str,pred_str,p_A,label_num
0,B,B,0.46879065,0
1,A,A,0.65135491,1
2,A,A,0.57749540,1
3,A,B,0.34864515,1
4,A,B,0.22270015,1
5,A,A,0.62245935,1
6,A,A,0.63703084,1
7,A,B,0.40733343,1
8,B,A,0.73105854,0
9,A,A,0.59266663,1
10,B,B,0.40733343,0
11,B,B,0.48438010,0
12,A,A,0.70578504,1
13,A,A,0.53120941,1
14,B,A,0.57749540,0
15,A,A,0.51561993,1
16,B,B,0.29421496,0
17,A,A,0.50000000,1
18,A,B,0.40733343,1
19,B,A,0.50000000,0
20,A,A,0.67917871,1
21,B,B,0.33458945,0
22,B,B,0.46879065,0
23,A,B,0.43782350,1
24,B,B,0.37754068,0
25,A,B,0.25683200,1
26,B,A,0.50000000,0
27,A,B,0.24508502,1
28,A,B,0.48438010,1
29,A,A,0.50000000,1
30,B,A,0.51561993,0
31,B,B,0.18242551,0
32,B,B,0.19193280,0
33,B,B,0.42250463,0
34,A,B,0.48438010,1
35,A,B,0.42250463,1
36,A,B,0.32082132,1
37,A,B,0.39233685,1
38,A,A,0.70578504,1
39,A,A,0.60766321,1
