id,label_str,pred_str,p_A,label_num
0,A,A,0.57749540,1
1,B,A,0.50000000,0
2,B,A,0.54673815,0
3,A,A,0.50000000,1
4,A,B,0.45326188,1
5,A,B,0.39233685,1
6,A,A,0.62245935,1
7,A,A,0.67917871,1
8,A,B,0.36296922,1
9,B,B,0.39233685,0
10,A,B,0.39233685,1
11,B,A,0.53120941,0
12,B,A,0.73105854,0
13,A,A,0.59266663,1
14,A,A,0.51561993,1
15,B,A,0.51561993,0
16,B,B,0.40733343,0
17,B,B,0.46879065,0
18,B,A,0.63703084,0
19,A,A,0.57749540,1
20,A,B,0.37754068,1
21,A,A,0.54673815,1
22,A,A,0.57749540,1
23,B,A,0.53120941,0
24,A,A,0.50000000,1
25,B,A,0.56217653,0
26,A,A,0.60766321,1
27,A,A,0.62245935,1
28,B,B,0.30735803,0
29,A,B,0.30735803,1
30,A,A,0.57749540,1
31,B,B,0.48438010,0
32,B,B,0.45326188,0
33,A,A,0.54673815,1
34,B,B,0.42250463,0
35,B,B,0.46879065,0
36,B,B,0.45326188,0
37,A,B,0.40733343,1
38,A,A,0.53120941,1
39,A,A,0.65135491,1
