id,label_str,pred_str,p_A,label_num
0,A,A,0.54673815,1
1,A,A,0.57749540,1
2,A,A,0.50000000,1
3,B,A,0.51561993,0
4,A,B,0.42250463,1
5,B,B,0.37754068,0
6,B,B,0.43782350,0
7,A,B,0.43782350,1
8,A,A,0.51561993,1
9,A,A,0.50000000,1
10,B,A,0.71859437,0
11,B,B,0.46879065,0
12,B,B,0.46879065,0
13,B,B,0.40733343,0
14,B,A,0.51561993,0
15,A,B,0.46879065,1
16,A,A,0.59266663,1
17,B,B,0.43782350,0
18,B,A,0.53120941,0
19,B,B,0.42250463,0
20,B,A,0.66541058,0
21,A,A,0.57749540,1
22,A,B,0.39233685,1
23,B,A,0.65135491,0
24,A,A,0.74316794,1
25,A,B,0.45326188,1
26,A,A,0.50000000,1
27,B,A,0.51561993,0
28,B,A,0.66541058,0
29,B,B,0.43782350,0
30,B,B,0.46879065,0
31,B,B,0.26894143,0
32,A,B,0.48438010,1
33,A,A,0.53120941,1
34,A,B,0.42250463,1
35,A,A,0.70578504,1
36,A,A,0.51561993,1
37,A,A,0.60766321,1
38,A,B,0.37754068,1
39,B,A,0.60766321,0
