id,label_str,pred_str,p_A,label_num
0,A,B,0.40733343,1
1,B,B,0.45326188,0
2,A,B,0.45326188,1
3,A,A,0.57749540,1
4,B,A,0.71859437,0
5,A,A,0.70578504,1
6,B,A,0.70578504,0
7,A,A,0.70578504,1
8,B,A,0.56217653,0
9,B,A,0.70578504,0
10,B,A,0.65135491,0
11,B,A,0.57749540,0
12,A,A,0.54673815,1
13,B,A,0.51561993,0
14,B,A,0.54673815,0
15,A,B,0.46879065,1
16,A,A,0.69264197,1
17,A,B,0.46879065,1
18,A,A,0.74316794,1
19,A,A,0.69264197,1
20,A,A,0.62245935,1
21,A,A,0.74316794,1
22,B,A,0.66541058,0
23,A,A,0.62245935,1
24,A,A,0.80806720,1
25,A,A,0.65135491,1
26,A,A,0.75491500,1
27,A,A,0.79818678,1
28,A,A,0.75491500,1
29,B,A,0.81757444,0
30,A,A,0.73105854,1
31,A,A,0.60766321,1
32,A,A,0.69264197,1
33,A,A,0.67917871,1
34,B,B,0.37754068,0
35,A,A,0.54673815,1
36,A,A,0.81757444,1
37,A,A,0.76629364,1
38,A,A,0.74316794,1
39,A,A,0.84389514,1
40,B,B,0.20181322,0
41,B,B,0.22270015,0
42,A,A,0.79818678,1
43,A,B,0.40733343,1
44,A,A,0.69264197,1
45,B,B,0.40733343,0
46,B,B,0.14033625,0
47,A,A,0.74316794,1
48,A,A,0.75491500,1
49,B,B,0.45326188,0
