id,label_str,pred_str,p_A,label_num
0,A,A,0.59266663,1
1,B,B,0.43782350,0
2,A,A,0.56217653,1
3,A,A,0.53120941,1
4,B,A,0.73105854,0
5,A,A,0.60766321,1
6,B,A,0.51561993,0
7,A,A,0.57749540,1
8,B,B,0.43782350,0
9,B,A,0.63703084,0
10,B,A,0.59266663,0
11,B,A,0.51561993,0
12,A,A,0.59266663,1
13,B,A,0.67917871,0
14,B,A,0.54673815,0
15,A,A,0.60766321,1
16,A,A,0.57749540,1
17,A,A,0.50000000,1
18,A,A,0.62245935,1
19,A,A,0.54673815,1
20,A,B,0.43782350,1
21,A,A,0.67917871,1
22,B,A,0.54673815,0
23,A,A,0.56217653,1
24,A,A,0.74316794,1
25,A,B,0.42250463,1
26,A,A,0.69264197,1
27,A,A,0.81757444,1
28,A,A,0.59266663,1
29,B,A,0.83548355,0
30,A,A,0.53120941,1
31,A,A,0.67917871,1
32,A,A,0.65135491,1
33,A,A,0.60766321,1
34,B,B,0.40733343,0
35,A,A,0.54673815,1
36,A,A,0.77729988,1
37,A,A,0.63703084,1
38,A,A,0.71859437,1
39,A,A,0.71859437,1
40,B,B,0.39233685,0
41,B,A,0.53120941,0
42,A,A,0.69264197,1
43,A,A,0.60766321,1
44,A,A,0.66541058,1
45,B,A,0.56217653,0
46,B,B,0.40733343,0
47,A,A,0.67917871,1
48,A,A,0.63703084,1
49,B,A,0.60766321,0
